Datum,Locatie,locationID,eventID,larven_vangst,larven_vangst_corrected,totaal_vangst,totaal_vangst_corrected,no_fuiken,cpue_larven,cpue_larven_corrected,cpue_totaal,cpue_totaal_corrected,Organisation
2022-06-29,herselt 2,AAE5A83A-6590-4F17-AF25-0CAAC262AAB9,29-06-2022_herselt 2,30,30,32,32,2,15,15,16,16,Natuurwerk
2022-06-29,herselt 8,3D6D580A-AB46-401F-8ABF-43001E535D3F,29-06-2022_herselt 8,113,113,114,114,19,5.947368421052632,5.947368421052632,6,6,Natuurwerk
2022-06-29,laakdal 37,835E903F-A579-4355-8AB0-7D70249F0B89,29-06-2022_laakdal 37,76,76,76,76,10,7.6,7.6,7.6,7.6,Natuurwerk
2022-06-29,roost 38,B67850BE-C1FF-4995-9CF3-73B5E4F09B31,29-06-2022_roost 38,243,243,243,243,9,27,27,27,27,Natuurwerk
2022-06-30,ham 4,DD9433B2-49C1-4233-A1D7-42E8EAD9388C,30-06-2022_ham 4,0,0,0,0,4,0,0,0,0,De winning
2022-06-30,herselt 1,5AB89730-1687-4EC6-9E34-D6A23787BF75,30-06-2022_herselt 1,11,11,11,11,2,5.5,5.5,5.5,5.5,Natuurwerk
2022-06-30,herselt 2,AAE5A83A-6590-4F17-AF25-0CAAC262AAB9,30-06-2022_herselt 2,54,54,54,54,2,27,27,27,27,Natuurwerk
2022-06-30,herselt 8,3D6D580A-AB46-401F-8ABF-43001E535D3F,30-06-2022_herselt 8,309,309,311,311,19,16.263157894736842,16.263157894736842,16.36842105263158,16.36842105263158,Natuurwerk
2022-06-30,laakdal 37,835E903F-A579-4355-8AB0-7D70249F0B89,30-06-2022_laakdal 37,14,14,14,14,10,1.4,1.4,1.4,1.4,Natuurwerk
2022-06-30,roost 38,B67850BE-C1FF-4995-9CF3-73B5E4F09B31,30-06-2022_roost 38,133,133,134,134,9,14.777777777777779,14.777777777777779,14.88888888888889,14.88888888888889,Natuurwerk
2022-07-01,herselt 1,5AB89730-1687-4EC6-9E34-D6A23787BF75,01-07-2022_herselt 1,2,2,2,2,2,1,1,1,1,Natuurwerk
2022-07-01,herselt 2,AAE5A83A-6590-4F17-AF25-0CAAC262AAB9,01-07-2022_herselt 2,18,18,18,18,2,9,9,9,9,Natuurwerk
2022-07-01,herselt 8,3D6D580A-AB46-401F-8ABF-43001E535D3F,01-07-2022_herselt 8,168,168,170,170,17,9.882352941176471,9.882352941176471,10,10,Natuurwerk
2022-07-01,laakdal 37,835E903F-A579-4355-8AB0-7D70249F0B89,01-07-2022_laakdal 37,12,12,12,12,10,1.2,1.2,1.2,1.2,Natuurwerk
2022-07-01,roost 38,B67850BE-C1FF-4995-9CF3-73B5E4F09B31,01-07-2022_roost 38,164,164,164,164,9,18.22222222222222,18.22222222222222,18.22222222222222,18.22222222222222,Natuurwerk
2022-07-05,herselt 28,99BDEF54-B094-4E05-95DD-CA9ACB03CC39,05-07-2022_herselt 28,0,0,0,0,20,0,0,0,0,Natuurwerk
2022-07-05,laakdal 30b,92777d67-9553-48cc-b78e-2f8325715769,05-07-2022_laakdal 30b,1,1,1,1,2,0.5,0.5,0.5,0.5,Natuurwerk
2022-07-05,laakdal 30c,e8165c62-451a-4d96-882f-468098023cc4,05-07-2022_laakdal 30c,0,0,2,2,7,0,0,0.2857142857142857,0.2857142857142857,Natuurwerk
2022-07-05,laakdal 32c,8dd8b062-2159-4ffb-bb54-2902bcaf4652,05-07-2022_laakdal 32c,0,0,2,2,9,0,0,0.2222222222222222,0.2222222222222222,Natuurwerk
2022-07-06,herselt 28,99BDEF54-B094-4E05-95DD-CA9ACB03CC39,06-07-2022_herselt 28,0,0,0,0,20,0,0,0,0,Natuurwerk
2022-07-06,laakdal 30c,e8165c62-451a-4d96-882f-468098023cc4,06-07-2022_laakdal 30c,0,0,0,0,9,0,0,0,0,Natuurwerk
2022-07-06,laakdal 32c,8dd8b062-2159-4ffb-bb54-2902bcaf4652,06-07-2022_laakdal 32c,0,0,0,0,9,0,0,0,0,Natuurwerk
2022-07-07,herselt 28,99BDEF54-B094-4E05-95DD-CA9ACB03CC39,07-07-2022_herselt 28,0,0,0,0,20,0,0,0,0,Natuurwerk
2022-07-07,laakdal 30c,e8165c62-451a-4d96-882f-468098023cc4,07-07-2022_laakdal 30c,1,1,3,3,9,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,Natuurwerk
2022-07-07,laakdal 32c,8dd8b062-2159-4ffb-bb54-2902bcaf4652,07-07-2022_laakdal 32c,0,0,0,0,9,0,0,0,0,Natuurwerk
2022-07-07,laakdal 46,10AFB11D-0BEB-4E33-8446-433D3E834C10,07-07-2022_laakdal 46,0,0,0,0,1,0,0,0,0,Natuurwerk
2022-07-08,herselt 28,99BDEF54-B094-4E05-95DD-CA9ACB03CC39,08-07-2022_herselt 28,0,0,0,0,20,0,0,0,0,Natuurwerk
2022-07-08,laakdal 30b,92777d67-9553-48cc-b78e-2f8325715769,08-07-2022_laakdal 30b,0,0,1,1,9,0,0,0.1111111111111111,0.1111111111111111,Natuurwerk
2022-07-08,laakdal 32c,8dd8b062-2159-4ffb-bb54-2902bcaf4652,08-07-2022_laakdal 32c,0,0,1,1,9,0,0,0.1111111111111111,0.1111111111111111,Natuurwerk
2022-07-08,laakdal 46,10AFB11D-0BEB-4E33-8446-433D3E834C10,08-07-2022_laakdal 46,0,0,0,0,1,0,0,0,0,Natuurwerk
2022-07-12,scheps 38,06E7D771-6B28-4F7B-A26F-7AC3A8C7A4DE,12-07-2022_scheps 38,0,0,2,2,5,0,0,0.4,0.4,Natuurwerk
2022-07-12,scheps 40,F839D846-F59A-4D49-AE3A-724B06CE89E4,12-07-2022_scheps 40,1041,1041,1282,1282,18,57.833333333333336,57.833333333333336,71.22222222222223,71.22222222222223,Natuurwerk
2022-07-13,scheps 38,06E7D771-6B28-4F7B-A26F-7AC3A8C7A4DE,13-07-2022_scheps 38,0,0,3,3,5,0,0,0.6,0.6,Natuurwerk
2022-07-13,scheps 40,F839D846-F59A-4D49-AE3A-724B06CE89E4,13-07-2022_scheps 40,176,176,257,257,18,9.777777777777779,9.777777777777779,14.277777777777779,14.277777777777779,Natuurwerk
2022-07-14,scheps 38,06E7D771-6B28-4F7B-A26F-7AC3A8C7A4DE,14-07-2022_scheps 38,0,0,1,1,5,0,0,0.2,0.2,Natuurwerk
2022-07-14,scheps 40,F839D846-F59A-4D49-AE3A-724B06CE89E4,14-07-2022_scheps 40,110,110,186,186,19,5.7894736842105265,5.7894736842105265,9.789473684210526,9.789473684210526,Natuurwerk
2022-07-15,scheps 38,06E7D771-6B28-4F7B-A26F-7AC3A8C7A4DE,15-07-2022_scheps 38,0,0,1,1,5,0,0,0.2,0.2,Natuurwerk
2022-07-15,scheps 40,F839D846-F59A-4D49-AE3A-724B06CE89E4,15-07-2022_scheps 40,43,43,79,79,20,2.15,2.15,3.95,3.95,Natuurwerk
2022-07-19,molse nete 27,13C21386-73BD-4394-BF8C-D621BB1AE140,19-07-2022_molse nete 27,299,299,300,300,10,29.9,29.9,30,30,Natuurwerk
2022-07-19,molse nete 29,B58A0CA0-1DD3-4A71-B356-C088AF4BA385,19-07-2022_molse nete 29,59,59,100,100,10,5.9,5.9,10,10,Natuurwerk
2022-07-20,antbal0342,8C17BEDF-B841-417C-B379-1D11FDDAA8B5,20-07-2022_antbal0342,47,47,47,47,5,9.4,9.4,9.4,9.4,Natuurwerk
2022-07-20,molse nete 27,13C21386-73BD-4394-BF8C-D621BB1AE140,20-07-2022_molse nete 27,277,277,287,287,10,27.7,27.7,28.7,28.7,Natuurwerk
2022-07-20,molse nete 29,B58A0CA0-1DD3-4A71-B356-C088AF4BA385,20-07-2022_molse nete 29,47,47,72,72,9,5.222222222222222,5.222222222222222,8,8,Natuurwerk
2022-07-21,antbal0342,8C17BEDF-B841-417C-B379-1D11FDDAA8B5,21-07-2022_antbal0342,18,18,20,20,5,3.6,3.6,4,4,Natuurwerk
2022-07-21,molse nete 27,13C21386-73BD-4394-BF8C-D621BB1AE140,21-07-2022_molse nete 27,181,181,191,191,10,18.1,18.1,19.1,19.1,Natuurwerk
2022-07-21,molse nete 29,B58A0CA0-1DD3-4A71-B356-C088AF4BA385,21-07-2022_molse nete 29,17,17,49,49,10,1.7,1.7,4.9,4.9,Natuurwerk
2022-07-22,antbal0342,8C17BEDF-B841-417C-B379-1D11FDDAA8B5,22-07-2022_antbal0342,14,14,17,17,5,2.8,2.8,3.4,3.4,Natuurwerk
2022-07-22,molse nete 27,13C21386-73BD-4394-BF8C-D621BB1AE140,22-07-2022_molse nete 27,160,160,173,173,10,16,16,17.3,17.3,Natuurwerk
2022-07-22,molse nete 29,B58A0CA0-1DD3-4A71-B356-C088AF4BA385,22-07-2022_molse nete 29,12,12,42,42,10,1.2,1.2,4.2,4.2,Natuurwerk
2022-07-26,scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,26-07-2022_scheps 39,520,520,523,523,15,34.666666666666664,34.666666666666664,34.86666666666667,34.86666666666667,Natuurwerk
2022-07-26,scheps 40,F839D846-F59A-4D49-AE3A-724B06CE89E4,26-07-2022_scheps 40,6,6,22,22,10,0.6,0.6,2.2,2.2,Natuurwerk
2022-07-27,scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,27-07-2022_scheps 39,257,257,261,261,15,17.133333333333333,17.133333333333333,17.4,17.4,Natuurwerk
2022-07-27,scheps 40,F839D846-F59A-4D49-AE3A-724B06CE89E4,27-07-2022_scheps 40,1,1,23,23,11,0.09090909090909091,0.09090909090909091,2.090909090909091,2.090909090909091,Natuurwerk
2022-07-28,scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,28-07-2022_scheps 39,255,255,276,276,15,17,17,18.4,18.4,Natuurwerk
2022-07-28,scheps 40,F839D846-F59A-4D49-AE3A-724B06CE89E4,28-07-2022_scheps 40,0,0,21,21,11,0,0,1.9090909090909092,1.9090909090909092,Natuurwerk
2022-07-29,scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,29-07-2022_scheps 39,90,90,104,104,15,6,6,6.933333333333334,6.933333333333334,Natuurwerk
2022-07-29,scheps 40,F839D846-F59A-4D49-AE3A-724B06CE89E4,29-07-2022_scheps 40,0,0,18,18,10,0,0,1.8,1.8,Natuurwerk
2022-08-14,laakdal 28,dee6de91-ec4a-4fe7-ad5b-f291ab15e737,14-08-2022_laakdal 28,0,0,1,1,4,0,0,0.25,0.25,Natuurwerk
2022-08-14,meerhout 13,8731AF96-CC5E-44B2-A8E8-AF9AC37F7E76,14-08-2022_meerhout 13,288,288,313,313,6,48,48,52.166666666666664,52.166666666666664,Natuurwerk
2022-09-06,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,06-09-2022_scheps 20,1060,1060,1334,1334,10,106,106,133.4,133.4,Natuurwerk
2022-09-07,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,07-09-2022_scheps 20,652,652,721,721,11,59.27272727272727,59.27272727272727,65.54545454545455,65.54545454545455,Natuurwerk
2022-09-08,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,08-09-2022_scheps 20,603,603,690,690,13,46.38461538461539,46.38461538461539,53.07692307692308,53.07692307692308,Natuurwerk
2022-09-09,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,09-09-2022_scheps 20,441,441,519,519,12,36.75,36.75,43.25,43.25,Natuurwerk
2022-09-13,nijlen l9,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,13-09-2022_nijlen l9,0,0,0,0,8,0,0,0,0,Natuurpunt
2022-09-13,scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,13-09-2022_scheps 39,4,4,8,8,10,0.4,0.4,0.8,0.8,Natuurwerk
2022-09-13,scheps 41,89FF8F2D-DE88-49E0-95F6-D0EA5A15D42F,13-09-2022_scheps 41,254,254,254,254,5,50.8,50.8,50.8,50.8,Natuurwerk
2022-09-14,nijlen l9,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,14-09-2022_nijlen l9,0,0,0,0,8,0,0,0,0,Natuurpunt
2022-09-14,scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,14-09-2022_scheps 39,5,5,8,8,11,0.45454545454545453,0.45454545454545453,0.7272727272727273,0.7272727272727273,Natuurwerk
2022-09-14,scheps 41,89FF8F2D-DE88-49E0-95F6-D0EA5A15D42F,14-09-2022_scheps 41,162,162,163,163,5,32.4,32.4,32.6,32.6,Natuurwerk
2022-09-14,scheps 42,323F5909-B7D0-4A77-AC74-D9EF1DFB812A,14-09-2022_scheps 42,0,0,0,0,3,0,0,0,0,Natuurwerk
2022-09-15,nijlen l9,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,15-09-2022_nijlen l9,0,0,0,0,8,0,0,0,0,Natuurpunt
2022-09-15,scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,15-09-2022_scheps 39,8,8,10,10,10,0.8,0.8,1,1,Natuurwerk
2022-09-15,scheps 41,89FF8F2D-DE88-49E0-95F6-D0EA5A15D42F,15-09-2022_scheps 41,165,165,172,172,8,20.625,20.625,21.5,21.5,Natuurwerk
2022-09-15,scheps 42,323F5909-B7D0-4A77-AC74-D9EF1DFB812A,15-09-2022_scheps 42,4,4,4,4,3,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,Natuurwerk
2022-09-16,nijlen l9,f5fae4b8-8b29-46d6-9d83-8dcf2a965cb8,16-09-2022_nijlen l9,0,0,0,0,8,0,0,0,0,Natuurpunt
2022-09-16,scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,16-09-2022_scheps 39,5,5,8,8,10,0.5,0.5,0.8,0.8,Natuurwerk
2022-09-16,scheps 41,89FF8F2D-DE88-49E0-95F6-D0EA5A15D42F,16-09-2022_scheps 41,181,181,181,181,9,20.11111111111111,20.11111111111111,20.11111111111111,20.11111111111111,Natuurwerk
2022-09-16,scheps 42,323F5909-B7D0-4A77-AC74-D9EF1DFB812A,16-09-2022_scheps 42,2,2,2,2,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,Natuurwerk
2022-09-20,bergebeek 1,A4760255-D2AE-4D89-BF0B-4E60ABC25410,20-09-2022_bergebeek 1,0,0,0,0,5,0,0,0,0,Natuurpunt
2022-09-20,hallaar 2,4768A45A-E834-4347-93C9-F0CB9F9F36F1,20-09-2022_hallaar 2,0,0,0,0,2,0,0,0,0,Natuurpunt
2022-09-21,bergebeek 1,A4760255-D2AE-4D89-BF0B-4E60ABC25410,21-09-2022_bergebeek 1,26,26,30,30,5,5.2,5.2,6,6,Natuurpunt
2022-09-21,hallaar 2,4768A45A-E834-4347-93C9-F0CB9F9F36F1,21-09-2022_hallaar 2,0,0,0,0,2,0,0,0,0,Natuurpunt
2022-09-22,bergebeek 1,A4760255-D2AE-4D89-BF0B-4E60ABC25410,22-09-2022_bergebeek 1,5,5,6,6,5,1,1,1.2,1.2,Natuurpunt
2022-09-22,hallaar 2,4768A45A-E834-4347-93C9-F0CB9F9F36F1,22-09-2022_hallaar 2,0,0,0,0,2,0,0,0,0,Natuurpunt
2022-09-23,bergebeek 1,A4760255-D2AE-4D89-BF0B-4E60ABC25410,23-09-2022_bergebeek 1,5,5,7,7,3,1.6666666666666667,1.6666666666666667,2.3333333333333335,2.3333333333333335,Natuurpunt
2022-09-23,hallaar 2,4768A45A-E834-4347-93C9-F0CB9F9F36F1,23-09-2022_hallaar 2,0,0,0,0,2,0,0,0,0,Natuurpunt
2022-09-28,steenkesloop 1,B08D8107-F3B5-4C98-9757-147574C9402D,28-09-2022_steenkesloop 1,0,0,8,8,5,0,0,1.6,1.6,Natuurpunt
2022-09-29,steenkesloop 1,B08D8107-F3B5-4C98-9757-147574C9402D,29-09-2022_steenkesloop 1,0,0,8,8,5,0,0,1.6,1.6,Natuurpunt
2022-09-30,steenkesloop 1,B08D8107-F3B5-4C98-9757-147574C9402D,30-09-2022_steenkesloop 1,0,0,2,2,5,0,0,0.4,0.4,Natuurpunt
2022-10-01,steenkesloop 1,B08D8107-F3B5-4C98-9757-147574C9402D,01-10-2022_steenkesloop 1,0,0,7,7,5,0,0,1.4,1.4,Natuurpunt
2022-10-12,steenkesloop 5,ECA7478C-5118-4264-AEC9-BEA600FCCF86,12-10-2022_steenkesloop 5,0,0,0,0,5,0,0,0,0,Natuurpunt
2022-10-12,steenkesloop 6,0C4240E4-2E14-4631-9259-20492CB3FD01,12-10-2022_steenkesloop 6,0,0,0,0,2,0,0,0,0,Natuurpunt
2022-10-13,steenkesloop 5,ECA7478C-5118-4264-AEC9-BEA600FCCF86,13-10-2022_steenkesloop 5,0,0,1,1,5,0,0,0.2,0.2,Natuurpunt
2022-10-13,steenkesloop 6,0C4240E4-2E14-4631-9259-20492CB3FD01,13-10-2022_steenkesloop 6,0,0,0,0,2,0,0,0,0,Natuurpunt
2022-10-14,steenkesloop 5,ECA7478C-5118-4264-AEC9-BEA600FCCF86,14-10-2022_steenkesloop 5,0,0,2,2,5,0,0,0.4,0.4,Natuurpunt
2022-10-14,steenkesloop 6,0C4240E4-2E14-4631-9259-20492CB3FD01,14-10-2022_steenkesloop 6,0,0,0,0,2,0,0,0,0,Natuurpunt
2022-10-15,steenkesloop 5,ECA7478C-5118-4264-AEC9-BEA600FCCF86,15-10-2022_steenkesloop 5,0,0,5,5,5,0,0,1,1,Natuurpunt & Natuurwerk
2022-10-15,steenkesloop 6,0C4240E4-2E14-4631-9259-20492CB3FD01,15-10-2022_steenkesloop 6,0,0,3,3,2,0,0,1.5,1.5,Natuurpunt
2023-05-16,griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,16-05-2023_griesbroek 6,238,238,250,250,4,59.5,59.5,62.5,62.5,Natuurwerk
2023-05-16,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,16-05-2023_scheps 20,257,257,258,258,2,128.5,128.5,129,129,PXL
2023-05-17,griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,17-05-2023_griesbroek 6,267,267,275,275,4,66.75,66.75,68.75,68.75,Natuurwerk
2023-05-17,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,17-05-2023_scheps 20,271,271,271,271,2,135.5,135.5,135.5,135.5,PXL
2023-05-18,griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,18-05-2023_griesbroek 6,196,196,214,214,4,49,49,53.5,53.5,Natuurwerk
2023-05-18,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,18-05-2023_scheps 20,186,186,186,186,2,93,93,93,93,PXL
2023-05-19,griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,19-05-2023_griesbroek 6,203,203,219,219,4,50.75,50.75,54.75,54.75,Natuurwerk
2023-05-19,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,19-05-2023_scheps 20,138,138,138,138,2,69,69,69,69,PXL
2023-05-23,griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,23-05-2023_griesbroek 6,128,128,161,161,4,32,32,40.25,40.25,Natuurwerk
2023-05-23,laakdal 48,1980E2C4-7673-4ADF-BA6D-52B7508E79DB,23-05-2023_laakdal 48,0,0,0,0,2,0,0,0,0,Natuurwerk
2023-05-23,laakdal 5,62abe301-066c-4fa9-a54d-14e8b8882923,23-05-2023_laakdal 5,711,711,718,718,20,35.55,35.55,35.9,35.9,Natuurwerk
2023-05-23,meerhout 19,6A2EB05E-C933-4632-A071-88952615B54E,23-05-2023_meerhout 19,36,36,38,38,6,6,6,6.333333333333333,6.333333333333333,Natuurwerk
2023-05-23,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,23-05-2023_scheps 20,149,149,150,150,2,74.5,74.5,75,75,PXL
2023-05-24,griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,24-05-2023_griesbroek 6,53,53,63,63,4,13.25,13.25,15.75,15.75,Natuurwerk
2023-05-24,laakdal 48,1980E2C4-7673-4ADF-BA6D-52B7508E79DB,24-05-2023_laakdal 48,2,2,2,2,2,1,1,1,1,Natuurwerk
2023-05-24,laakdal 5,62abe301-066c-4fa9-a54d-14e8b8882923,24-05-2023_laakdal 5,416,416,419,419,20,20.8,20.8,20.95,20.95,Natuurwerk
2023-05-24,meerhout 19,6A2EB05E-C933-4632-A071-88952615B54E,24-05-2023_meerhout 19,15,15,16,16,6,2.5,2.5,2.6666666666666665,2.6666666666666665,Natuurwerk
2023-05-24,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,24-05-2023_scheps 20,116,116,116,116,2,58,58,58,58,PXL
2023-05-25,griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,25-05-2023_griesbroek 6,37,37,50,50,4,9.25,9.25,12.5,12.5,Natuurwerk
2023-05-25,laakdal 45,4BE6AB85-D78D-46E9-BDE1-3731C652F5BA,25-05-2023_laakdal 45,0,0,0,0,1,0,0,0,0,Natuurwerk
2023-05-25,laakdal 48,1980E2C4-7673-4ADF-BA6D-52B7508E79DB,25-05-2023_laakdal 48,0,0,0,0,2,0,0,0,0,Natuurwerk
2023-05-25,laakdal 5,62abe301-066c-4fa9-a54d-14e8b8882923,25-05-2023_laakdal 5,361,361,362,362,18,20.055555555555557,20.055555555555557,20.11111111111111,20.11111111111111,Natuurwerk
2023-05-25,meerhout 19,6A2EB05E-C933-4632-A071-88952615B54E,25-05-2023_meerhout 19,8,8,10,10,6,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,Natuurwerk
2023-05-25,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,25-05-2023_scheps 20,79,79,79,79,2,39.5,39.5,39.5,39.5,PXL
2023-05-26,griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,26-05-2023_griesbroek 6,19,19,32,32,4,4.75,4.75,8,8,Natuurwerk
2023-05-26,laakdal 48,1980E2C4-7673-4ADF-BA6D-52B7508E79DB,26-05-2023_laakdal 48,0,0,0,0,2,0,0,0,0,Natuurwerk
2023-05-26,laakdal 5,62abe301-066c-4fa9-a54d-14e8b8882923,26-05-2023_laakdal 5,496,496,497,497,20,24.8,24.8,24.85,24.85,Natuurwerk
2023-05-26,meerhout 19,6A2EB05E-C933-4632-A071-88952615B54E,26-05-2023_meerhout 19,13,13,13,13,6,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,Natuurwerk
2023-05-26,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,26-05-2023_scheps 20,83,83,83,83,2,41.5,41.5,41.5,41.5,PXL
2023-05-30,griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,30-05-2023_griesbroek 6,17,17,28,28,4,4.25,4.25,7,7,Natuurwerk
2023-05-30,laakdal 41,3FF122FA-A234-4A59-B023-BF7A15813990,30-05-2023_laakdal 41,742,742,747,747,20,37.1,37.1,37.35,37.35,Natuurwerk
2023-05-30,scheps 1,99b57d68-38ec-4f35-8d21-edaa375cf288,30-05-2023_scheps 1,0,0,2,2,2,0,0,1,1,Natuurwerk
2023-05-30,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,30-05-2023_scheps 20,143,143,144,144,2,71.5,71.5,72,72,PXL
2023-05-30,scheps 40,F839D846-F59A-4D49-AE3A-724B06CE89E4,30-05-2023_scheps 40,0,0,3,3,8,0,0,0.375,0.375,Natuurwerk
2023-05-31,griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,31-05-2023_griesbroek 6,7,7,20,20,4,1.75,1.75,5,5,Natuurwerk
2023-05-31,laakdal 41,3FF122FA-A234-4A59-B023-BF7A15813990,31-05-2023_laakdal 41,418,418,426,426,20,20.9,20.9,21.3,21.3,Natuurwerk
2023-05-31,nijlen b10,554e3c11-e529-4b0b-a162-714c72d3547e,31-05-2023_nijlen b10,40,40,40,40,1,40,40,40,40,Natuurpunt
2023-05-31,nijlen b11,602c47a6-7c4a-46b9-b481-921731880571,31-05-2023_nijlen b11,0,0,0,0,1,0,0,0,0,Natuurpunt
2023-05-31,nijlen b12,c4835169-0734-46cd-a891-d49de970ef45,31-05-2023_nijlen b12,0,0,0,0,1,0,0,0,0,Natuurpunt
2023-05-31,nijlen b13,54ce2446-f7e8-4a59-9680-f5a72eb40fc7,31-05-2023_nijlen b13,0,0,0,0,1,0,0,0,0,Natuurpunt
2023-05-31,nijlen b5,02d79285-1ed2-44b9-84d5-96cd0b55f479,31-05-2023_nijlen b5,0,0,0,0,2,0,0,0,0,Natuurpunt
2023-05-31,nijlen b6,7bfeea33-87a3-4896-b2e4-a2f6b8d951a9,31-05-2023_nijlen b6,9,9,9,9,1,9,9,9,9,Natuurpunt
2023-05-31,nijlen b7,d7c1cfe1-7c93-4c4a-82b1-65d0f9c0cd19,31-05-2023_nijlen b7,0,0,0,0,1,0,0,0,0,Natuurpunt
2023-05-31,nijlen b8,053DFDE3-5308-4D3F-93DD-EC4F27AFE043,31-05-2023_nijlen b8,0,0,0,0,1,0,0,0,0,Natuurpunt
2023-05-31,nijlen b9,abd1f412-8e63-4eae-bf83-afa3f0d03b33,31-05-2023_nijlen b9,0,0,0,0,1,0,0,0,0,Natuurpunt
2023-05-31,scheps 1,99b57d68-38ec-4f35-8d21-edaa375cf288,31-05-2023_scheps 1,0,0,0,0,2,0,0,0,0,Natuurwerk
2023-05-31,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,31-05-2023_scheps 20,127,127,127,127,2,63.5,63.5,63.5,63.5,PXL
2023-05-31,scheps 40,F839D846-F59A-4D49-AE3A-724B06CE89E4,31-05-2023_scheps 40,0,0,0,0,8,0,0,0,0,Natuurwerk
2023-06-01,griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,01-06-2023_griesbroek 6,11,11,50,50,4,2.75,2.75,12.5,12.5,Natuurwerk
2023-06-01,laakdal 41,3FF122FA-A234-4A59-B023-BF7A15813990,01-06-2023_laakdal 41,615,615,617,617,20,30.75,30.75,30.85,30.85,Natuurwerk
2023-06-01,nijlen b10,554e3c11-e529-4b0b-a162-714c72d3547e,01-06-2023_nijlen b10,18,18,19,19,1,18,18,19,19,Natuurpunt
2023-06-01,nijlen b11,602c47a6-7c4a-46b9-b481-921731880571,01-06-2023_nijlen b11,0,0,0,0,1,0,0,0,0,Natuurpunt
2023-06-01,nijlen b13,54ce2446-f7e8-4a59-9680-f5a72eb40fc7,01-06-2023_nijlen b13,0,0,0,0,1,0,0,0,0,Natuurpunt
2023-06-01,nijlen b5,02d79285-1ed2-44b9-84d5-96cd0b55f479,01-06-2023_nijlen b5,0,0,0,0,2,0,0,0,0,Natuurpunt
2023-06-01,nijlen b6,7bfeea33-87a3-4896-b2e4-a2f6b8d951a9,01-06-2023_nijlen b6,7,7,7,7,1,7,7,7,7,Natuurpunt
2023-06-01,nijlen b7,d7c1cfe1-7c93-4c4a-82b1-65d0f9c0cd19,01-06-2023_nijlen b7,0,0,0,0,1,0,0,0,0,Natuurpunt
2023-06-01,nijlen b9,abd1f412-8e63-4eae-bf83-afa3f0d03b33,01-06-2023_nijlen b9,0,0,0,0,1,0,0,0,0,Natuurpunt
2023-06-01,scheps 1,99b57d68-38ec-4f35-8d21-edaa375cf288,01-06-2023_scheps 1,0,0,0,0,2,0,0,0,0,Natuurwerk
2023-06-01,scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,01-06-2023_scheps 20,121,121,122,122,2,60.5,60.5,61,61,PXL
